Question_ID,Topic,Question,Answer,Options,Difficulty,Type
147,Introduction to Force (Processes),Which of the following is a direct application of Introduction to Force (Processes)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
148,Introduction to Force (Processes),True or False: The study of Introduction to Force (Processes) is essential for a complete understanding of Science concepts.,True,True|False,Easy,True/False
149,Introduction to Force (Processes),Complete the sentence: ________ is a core foundation of the lesson Introduction to Force (Processes).,Force,,Easy,Fill in the Blanks
150,Introduction to Force (Processes),Match the term 'Force' with its correct definition or category.,Force corresponds to Science branch,Force -> Science branch|Other terms -> Other categories,Easy,Match the Following
151,Introduction to Motion (Systems),What is the primary purpose of Introduction to Motion (Systems)?,To study and explain the properties and functions of Motion in Science.,To study and explain the properties and functions of Motion in Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
152,Introduction to Motion (Systems),Which of the following is a direct application of Introduction to Motion (Systems)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
153,Introduction to Motion (Systems),True or False: Introduction to Motion (Systems) has no relevance outside of Grade 3 curriculum.,False,True|False,Easy,True/False
154,Introduction to Motion (Systems),Complete the sentence: ________ is a core foundation of the lesson Introduction to Motion (Systems).,Motion,,Easy,Fill in the Blanks
155,Introduction to Motion (Systems),Match the term 'Motion' with its correct definition or category.,Motion corresponds to Science branch,Motion -> Science branch|Other terms -> Other categories,Easy,Match the Following
156,Introduction to Simple Machines (Impact),What is the primary purpose of Introduction to Simple Machines (Impact)?,To study and explain the properties and functions of Machines in Science.,To study and explain the properties and functions of Machines in Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
157,Introduction to Simple Machines (Impact),Which of the following is a direct application of Introduction to Simple Machines (Impact)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
158,Introduction to Simple Machines (Impact),True or False: The study of Introduction to Simple Machines (Impact) is essential for a complete understanding of Science concepts.,True,True|False,Easy,True/False
159,Introduction to Simple Machines (Impact),Complete the sentence: ________ is a core foundation of the lesson Introduction to Simple Machines (Impact).,Machines,,Easy,Fill in the Blanks
160,Introduction to Simple Machines (Impact),Match the term 'Machines' with its correct definition or category.,Machines corresponds to Science branch,Machines -> Science branch|Other terms -> Other categories,Easy,Match the Following
161,Introduction to Adaptations (Dynamics),What is the primary purpose of Introduction to Adaptations (Dynamics)?,To study and explain the properties and functions of Adaptations in Science.,To study and explain the properties and functions of Adaptations in Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
162,Introduction to Adaptations (Dynamics),Which of the following is a direct application of Introduction to Adaptations (Dynamics)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
163,Introduction to Adaptations (Dynamics),True or False: Introduction to Adaptations (Dynamics) has no relevance outside of Grade 3 curriculum.,False,True|False,Easy,True/False
164,Introduction to Adaptations (Dynamics),Complete the sentence: ________ is a core foundation of the lesson Introduction to Adaptations (Dynamics).,Adaptations,,Easy,Fill in the Blanks
165,Introduction to Adaptations (Dynamics),Match the term 'Adaptations' with its correct definition or category.,Adaptations corresponds to Science branch,Adaptations -> Science branch|Other terms -> Other categories,Easy,Match the Following
166,Introduction to States of Matter (Functions),What is the primary purpose of Introduction to States of Matter (Functions)?,To study and explain the properties and functions of Matter in Science.,To study and explain the properties and functions of Matter in Science.|To ignore the effects in the environment.|To increase industrial output only.|To create unrelated visual diagrams.,Easy,MCQ
167,Introduction to States of Matter (Functions),Which of the following is a direct application of Introduction to States of Matter (Functions)?,Using its core principles to solve practical real-world problems.,Using its core principles to solve practical real-world problems.|Avoiding it altogether in daily life.|Using it only in theoretical physics.|None of the options.,Easy,MCQ
168,Introduction to States of Matter (Functions),True or False: Introduction to States of Matter (Functions) has no relevance outside of Grade 3 curriculum.,False,True|False,Easy,True/False
