Student_ID,Topic,Quiz_Score,Completion_Time,Mastery_Level
STU0346,Advanced Concepts of American Independence (Dynamics),46,599,Needs Improvement
STU0168,Advanced Concepts of States of Matter (Functions),100,317,Mastered
STU0088,Understanding Respiration (Applications),96,264,Mastered
STU0395,Advanced Concepts of Vocabulary (Structure),84,332,Proficient
STU0418,Introduction to Freedom Struggle (Principles),63,170,Proficient
STU0423,Understanding Microorganisms (Structure),77,359,Proficient
STU0428,Advanced Concepts of Ancient Civilizations (Basics),41,587,Needs Improvement
STU0392,Understanding Punctuation (Key Ideas),88,248,Mastered
STU0249,Understanding Oceans (Exploration),63,252,Proficient
STU0041,Understanding Local Government (Exploration),64,325,Proficient
STU0274,Advanced Concepts of Periodic Table (Applications),63,449,Proficient
STU0340,Understanding Measurement (Key Ideas),87,230,Mastered
STU0410,Introduction to World War II (Exploration),69,173,Proficient
STU0286,Understanding Genetics (Impact),51,443,Needs Improvement
STU0027,Understanding Adaptations (Dynamics),55,317,Needs Improvement
STU0095,Understanding Natural Vegetation (Structure),83,287,Proficient
STU0255,Introduction to Plate Tectonics (Applications),64,192,Proficient
STU0305,Advanced Concepts of Nouns (Basics),81,453,Proficient
STU0278,Introduction to Verbs (Principles),61,125,Proficient
STU0499,Advanced Concepts of States of Matter (Functions),44,431,Needs Improvement
STU0474,Introduction to Algebra (Theories),60,176,Proficient
STU0453,Understanding Cell Division (Dynamics),69,351,Proficient
STU0250,Understanding Mountains (Systems),66,213,Proficient
STU0048,Understanding Thermodynamics (Dynamics),57,279,Needs Improvement
STU0265,Understanding Direct and Indirect Speech (Processes),73,227,Proficient
STU0445,Introduction to Solutions (Exploration),71,169,Proficient
STU0133,Understanding Pressure (Structure),64,307,Proficient
STU0227,Introduction to Democracy (Applications),70,198,Proficient
STU0371,Introduction to Local Government (Exploration),88,162,Mastered
STU0041,Advanced Concepts of Respiration (Applications),48,612,Needs Improvement
STU0182,Introduction to Adjectives (Applications),100,93,Mastered
STU0132,Understanding Classification of Organisms (Functions),73,268,Proficient
STU0487,Understanding Mineral Resources (Dynamics),46,393,Needs Improvement
STU0301,Understanding Roman Empire (Principles),73,231,Proficient
STU0333,Understanding Light (Basics),64,225,Proficient
STU0012,Understanding World War II (Exploration),53,459,Needs Improvement
STU0288,Understanding Sound (Principles),100,200,Mastered
STU0077,Understanding Indus Valley Civilization (Basics),90,224,Mastered
STU0484,Understanding Electromagnetism (Functions),80,299,Proficient
STU0194,Understanding Water Cycle (Structure),75,313,Proficient
STU0162,Understanding Acids and Bases (Basics),50,409,Needs Improvement
STU0398,Introduction to Water Cycle (Structure),96,161,Mastered
STU0218,Understanding Decimals (Principles),93,260,Mastered
STU0322,Understanding Tenses (Exploration),74,257,Proficient
STU0224,Understanding Ratio (Impact),87,255,Mastered
STU0078,Understanding Cold War (Key Ideas),62,262,Proficient
STU0302,Introduction to Resources (Impact),75,179,Proficient
STU0333,Understanding Atoms and Molecules (Theories),90,222,Mastered
STU0377,Introduction to Magnets (Theories),42,305,Needs Improvement
STU0337,Introduction to Fractions (Basics),65,171,Proficient
STU0204,Introduction to Measurement (Key Ideas),66,231,Proficient
STU0469,Understanding Magnetism (Exploration),65,391,Proficient
STU0010,Understanding Probability (Dynamics),59,361,Needs Improvement
STU0064,Advanced Concepts of Chemical Bonding (Impact),83,360,Proficient
STU0365,Understanding Plate Tectonics (Applications),77,277,Proficient
STU0028,Introduction to Ancient Civilizations (Basics),44,155,Needs Improvement
STU0274,Understanding States of Matter (Dynamics),100,220,Mastered
STU0397,Advanced Concepts of Solar System (Basics),88,246,Mastered
STU0227,Advanced Concepts of Pressure (Structure),86,279,Mastered
STU0155,Understanding Mountains (Systems),53,396,Needs Improvement
STU0059,Advanced Concepts of Combustion (Key Ideas),72,332,Proficient
STU0393,Understanding Freedom Struggle (Principles),95,147,Mastered
STU0047,Understanding Percentages (Applications),94,156,Mastered
STU0388,Advanced Concepts of Light Reflection (Systems),82,421,Proficient
STU0173,Advanced Concepts of Punctuation (Key Ideas),89,339,Mastered
STU0449,Understanding Metals and Non-Metals (Processes),81,233,Proficient
STU0473,Introduction to Atoms and Molecules (Theories),69,142,Proficient
STU0116,Understanding Climate Zones (Theories),97,224,Mastered
STU0225,Understanding Acids and Bases (Basics),84,212,Proficient
STU0387,Advanced Concepts of Sound Waves (Processes),87,278,Mastered
STU0221,Understanding Rivers (Processes),94,213,Mastered
STU0351,Understanding Ratio (Impact),100,184,Mastered
STU0204,Advanced Concepts of Prepositions (Dynamics),59,555,Needs Improvement
STU0281,Understanding Magnets (Theories),49,404,Needs Improvement
STU0013,Advanced Concepts of Oceans (Exploration),81,395,Proficient
STU0208,Introduction to Solar System (Basics),72,142,Proficient
STU0024,Advanced Concepts of Weather (Systems),45,476,Needs Improvement
STU0131,Understanding Algebra (Theories),100,229,Mastered
STU0225,Advanced Concepts of Weather (Systems),78,418,Proficient
STU0223,Understanding Synthetic Fibres (Structure),100,169,Mastered
STU0238,Advanced Concepts of Chemical Reactions (Principles),63,474,Proficient
STU0090,Understanding Maps and Scales (Key Ideas),83,330,Proficient
STU0346,Understanding Punctuation (Key Ideas),90,182,Mastered
STU0491,Advanced Concepts of Verbs (Principles),63,370,Proficient
STU0160,Advanced Concepts of Solar System (Key Ideas),76,419,Proficient
STU0153,Understanding Cold War (Key Ideas),62,257,Proficient
STU0273,Introduction to Solar System (Basics),100,183,Mastered
STU0411,Introduction to Light Refraction (Impact),71,179,Proficient
STU0361,Introduction to Gravitation (Applications),77,175,Proficient
STU0337,Understanding Active and Passive Voice (Systems),53,328,Needs Improvement
STU0395,Understanding Mineral Resources (Dynamics),71,355,Proficient
STU0256,Advanced Concepts of Democracy (Applications),56,442,Needs Improvement
STU0451,Introduction to Direct and Indirect Speech (Processes),42,170,Needs Improvement
STU0060,Advanced Concepts of Constitution (Theories),88,312,Mastered
STU0482,Introduction to Thermodynamics (Dynamics),26,240,Needs Improvement
STU0428,Introduction to Ratio (Impact),73,204,Proficient
STU0008,Introduction to World War I (Theories),88,132,Mastered
STU0170,Advanced Concepts of Friction (Key Ideas),100,221,Mastered
STU0387,Understanding Earth's Layers (Principles),61,260,Proficient
STU0365,Introduction to Local Government (Exploration),99,158,Mastered
STU0364,Introduction to Motion (Systems),85,147,Mastered
STU0316,Advanced Concepts of Fractions (Basics),67,392,Proficient
STU0360,Advanced Concepts of Adjectives (Applications),75,341,Proficient
STU0219,Understanding Ancient Egypt (Structure),48,396,Needs Improvement
STU0118,Understanding Integers (Processes),74,224,Proficient
STU0031,Introduction to Pressure (Structure),67,219,Proficient
STU0479,Understanding Rivers (Processes),83,266,Proficient
STU0154,Introduction to Rivers (Processes),82,162,Proficient
STU0313,Understanding Water Cycle (Structure),63,322,Proficient
STU0421,Advanced Concepts of Atoms and Molecules (Theories),98,276,Mastered
STU0116,Understanding Number Systems (Structure),75,246,Proficient
STU0478,Understanding Vocabulary (Structure),71,203,Proficient
STU0481,Introduction to Acids and Bases (Basics),77,159,Proficient
STU0022,Introduction to Cold War (Key Ideas),100,143,Mastered
STU0439,Introduction to Algebra (Theories),37,220,Needs Improvement
STU0131,Introduction to Probability (Dynamics),69,190,Proficient
STU0312,Introduction to Mountains (Systems),51,317,Needs Improvement
STU0361,Introduction to Probability (Dynamics),56,193,Needs Improvement
STU0079,Understanding Synthetic Fibres (Structure),92,202,Mastered
STU0300,Understanding Cold War (Key Ideas),89,230,Mastered
STU0172,Introduction to Friction (Key Ideas),85,127,Mastered
STU0128,Introduction to Plant Reproduction (Processes),28,325,Needs Improvement
STU0359,Advanced Concepts of Water Cycle (Structure),68,436,Proficient
STU0333,Understanding Democracy (Applications),65,308,Proficient
STU0092,Introduction to Punctuation (Key Ideas),59,205,Needs Improvement
STU0080,Introduction to Mineral Resources (Dynamics),79,190,Proficient
STU0480,Understanding Earth's Layers (Principles),77,252,Proficient
STU0323,Understanding Ancient Civilizations (Structure),88,192,Mastered
STU0108,Advanced Concepts of Laws of Motion (Basics),82,294,Proficient
STU0432,Advanced Concepts of Simple Machines (Impact),37,414,Needs Improvement
STU0015,Understanding Microorganisms (Structure),70,272,Proficient
STU0487,Introduction to Indus Valley Civilization (Basics),92,111,Mastered
STU0031,Understanding Agriculture (Impact),59,436,Needs Improvement
STU0013,Understanding Resources (Impact),84,343,Proficient
STU0168,Introduction to Freedom Struggle (Principles),74,231,Proficient
STU0137,Advanced Concepts of Ancient Civilizations (Basics),84,436,Proficient
STU0087,Introduction to Vocabulary (Structure),81,208,Proficient
STU0285,Understanding Microorganisms (Structure),62,322,Proficient
STU0186,Introduction to Pressure (Structure),100,161,Mastered
STU0264,Understanding Ancient Egypt (Structure),99,230,Mastered
STU0017,Understanding Ancient Civilizations (Structure),83,343,Proficient
STU0191,Understanding Thermodynamics (Dynamics),40,366,Needs Improvement
STU0300,Introduction to Constitution (Theories),61,159,Proficient
STU0197,Understanding Work and Energy (Principles),94,206,Mastered
STU0332,Advanced Concepts of Population Geography (Functions),71,399,Proficient
STU0281,Advanced Concepts of Adaptations (Dynamics),87,289,Mastered
STU0136,Introduction to Data Handling (Functions),92,156,Mastered
STU0332,Advanced Concepts of Plant Reproduction (Processes),96,241,Mastered
STU0212,Advanced Concepts of Industrial Revolution (Processes),62,470,Proficient
STU0190,Introduction to Work and Energy (Principles),76,143,Proficient
STU0479,Introduction to Mineral Resources (Dynamics),95,132,Mastered
STU0431,Introduction to Solar System (Key Ideas),94,129,Mastered
STU0228,Introduction to Genetics (Impact),65,178,Proficient
STU0314,Understanding Ancient Civilizations (Basics),59,300,Needs Improvement
STU0339,Understanding Acids and Bases (Basics),61,324,Proficient
STU0265,Introduction to Resources (Impact),96,152,Mastered
STU0088,Advanced Concepts of Electrostatics (Theories),65,385,Proficient
STU0385,Understanding Democracy (Applications),100,231,Mastered
STU0183,Understanding Chemical Bonding (Impact),56,361,Needs Improvement
STU0012,Introduction to Metals and Non-Metals (Processes),100,174,Mastered
STU0344,Advanced Concepts of Laws of Motion (Basics),68,363,Proficient
STU0271,Introduction to Ancient Civilizations (Structure),59,208,Needs Improvement
STU0254,Introduction to Photosynthesis (Basics),48,164,Needs Improvement
STU0115,Advanced Concepts of Civics (Functions),60,394,Proficient
STU0156,Understanding Percentages (Applications),45,381,Needs Improvement
STU0352,Advanced Concepts of Measurement (Key Ideas),77,434,Proficient
STU0118,Understanding Vocabulary (Structure),68,248,Proficient
STU0411,Understanding Photosynthesis (Basics),77,251,Proficient
STU0474,Advanced Concepts of Fractions (Basics),92,286,Mastered
STU0271,Understanding Cell Division (Dynamics),84,220,Proficient
STU0130,Understanding Ancient Civilizations (Basics),100,185,Mastered
STU0469,Understanding Chemical Bonding (Impact),68,237,Proficient
STU0317,Understanding Combustion (Key Ideas),83,313,Proficient
STU0339,Understanding Light (Basics),85,180,Mastered
STU0071,Understanding Fractions (Basics),78,316,Proficient
STU0136,Advanced Concepts of Laws of Motion (Basics),87,288,Mastered
STU0221,Understanding Digestion (Principles),62,281,Proficient
STU0264,Understanding Plate Tectonics (Applications),77,243,Proficient
STU0401,Introduction to Thermodynamics (Dynamics),95,95,Mastered
STU0012,Introduction to Fractions (Basics),63,207,Proficient
STU0193,Understanding Ancient Civilizations (Structure),77,387,Proficient
STU0425,Understanding Nouns (Basics),87,193,Mastered
STU0112,Advanced Concepts of Pressure (Structure),92,269,Mastered
STU0022,Advanced Concepts of Electricity (Applications),82,364,Proficient
STU0341,Understanding Coal and Petroleum (Functions),82,253,Proficient
STU0173,Understanding Algebra (Theories),78,245,Proficient
STU0311,Understanding Earth's Layers (Principles),90,200,Mastered
STU0120,Introduction to Synthetic Fibres (Structure),72,127,Proficient
STU0057,Advanced Concepts of Direct and Indirect Speech (Processes),70,459,Proficient
STU0238,Introduction to Metals and Non-Metals (Processes),93,109,Mastered
STU0302,Understanding Periodic Table (Applications),75,217,Proficient
STU0298,Advanced Concepts of Population Geography (Functions),61,408,Proficient
STU0305,Advanced Concepts of Electromagnetism (Functions),84,367,Proficient
STU0458,Introduction to Atoms and Molecules (Theories),69,132,Proficient
STU0145,Advanced Concepts of Verbs (Principles),80,291,Proficient
STU0466,Advanced Concepts of Nervous System (Exploration),87,281,Mastered
STU0203,Understanding Mineral Resources (Dynamics),87,248,Mastered
STU0460,Advanced Concepts of Climate Zones (Theories),69,442,Proficient
STU0250,Understanding Fractions (Basics),84,283,Proficient
STU0096,Introduction to Local Government (Exploration),66,176,Proficient
STU0232,Understanding Ratio (Impact),60,286,Proficient
STU0161,Advanced Concepts of Work and Energy (Principles),77,353,Proficient
STU0065,Advanced Concepts of Ratio (Impact),62,372,Proficient
STU0380,Understanding Cold War (Key Ideas),61,310,Proficient
STU0002,Understanding Health and Diseases (Key Ideas),63,279,Proficient
STU0122,Advanced Concepts of Ancient Civilizations (Structure),93,273,Mastered
STU0396,Introduction to Algebra (Theories),75,172,Proficient
STU0376,Advanced Concepts of Data Handling (Functions),53,479,Needs Improvement
STU0246,Understanding Force (Processes),62,262,Proficient
STU0045,Advanced Concepts of Freedom Struggle (Key Ideas),75,413,Proficient
STU0141,Advanced Concepts of Earth's Layers (Principles),90,272,Mastered
STU0094,Advanced Concepts of Vocabulary (Structure),86,308,Mastered
STU0011,Understanding Magnets (Theories),71,286,Proficient
STU0201,Understanding Ancient Egypt (Structure),55,329,Needs Improvement
