Topic_ID,Subject,Grade,Topic,Description,Keywords,Difficulty
167,Mathematics,4,Understanding Number Systems (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Number Systems tailored for Grade 4 students.","mathematics, grade 4, number systems, structure",Medium
168,Mathematics,4,Understanding Measurement (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Measurement tailored for Grade 4 students.","mathematics, grade 4, measurement, key ideas",Medium
169,Mathematics,5,Understanding Fractions (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Fractions tailored for Grade 5 students.","mathematics, grade 5, fractions, basics",Medium
170,Mathematics,5,Understanding Decimals (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Decimals tailored for Grade 5 students.","mathematics, grade 5, decimals, principles",Medium
171,Mathematics,5,Understanding Percentages (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Percentages tailored for Grade 5 students.","mathematics, grade 5, percentages, applications",Medium
172,Mathematics,5,Understanding Algebra (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Algebra tailored for Grade 5 students.","mathematics, grade 5, algebra, theories",Medium
173,Mathematics,5,Understanding Geometry (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Geometry tailored for Grade 5 students.","mathematics, grade 5, geometry, exploration",Medium
174,Mathematics,5,Understanding Integers (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Integers tailored for Grade 5 students.","mathematics, grade 5, integers, processes",Medium
175,Mathematics,5,Understanding Profit and Loss (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Profit and Loss tailored for Grade 5 students.","mathematics, grade 5, profit and loss, systems",Medium
176,Mathematics,5,Understanding Ratio (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Ratio tailored for Grade 5 students.","mathematics, grade 5, ratio, impact",Medium
177,Mathematics,5,Understanding Probability (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Probability tailored for Grade 5 students.","mathematics, grade 5, probability, dynamics",Medium
178,Mathematics,5,Understanding Data Handling (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Data Handling tailored for Grade 5 students.","mathematics, grade 5, data handling, functions",Medium
179,Mathematics,5,Understanding Number Systems (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Number Systems tailored for Grade 5 students.","mathematics, grade 5, number systems, structure",Medium
180,Mathematics,5,Understanding Measurement (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Measurement tailored for Grade 5 students.","mathematics, grade 5, measurement, key ideas",Medium
181,Mathematics,6,Understanding Fractions (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Fractions tailored for Grade 6 students.","mathematics, grade 6, fractions, basics",Medium
182,Mathematics,6,Understanding Decimals (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Decimals tailored for Grade 6 students.","mathematics, grade 6, decimals, principles",Medium
183,Mathematics,6,Understanding Percentages (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Percentages tailored for Grade 6 students.","mathematics, grade 6, percentages, applications",Medium
184,Mathematics,6,Understanding Algebra (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Algebra tailored for Grade 6 students.","mathematics, grade 6, algebra, theories",Medium
185,Mathematics,6,Understanding Geometry (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Geometry tailored for Grade 6 students.","mathematics, grade 6, geometry, exploration",Medium
186,Mathematics,6,Understanding Integers (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Integers tailored for Grade 6 students.","mathematics, grade 6, integers, processes",Medium
187,Mathematics,6,Understanding Profit and Loss (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Profit and Loss tailored for Grade 6 students.","mathematics, grade 6, profit and loss, systems",Medium
188,Mathematics,6,Understanding Ratio (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Ratio tailored for Grade 6 students.","mathematics, grade 6, ratio, impact",Medium
189,Mathematics,6,Understanding Probability (Dynamics),"Learn about the foundational elements, mechanisms, and real-world importance of Probability tailored for Grade 6 students.","mathematics, grade 6, probability, dynamics",Medium
190,Mathematics,6,Understanding Data Handling (Functions),"Learn about the foundational elements, mechanisms, and real-world importance of Data Handling tailored for Grade 6 students.","mathematics, grade 6, data handling, functions",Medium
191,Mathematics,6,Understanding Number Systems (Structure),"Learn about the foundational elements, mechanisms, and real-world importance of Number Systems tailored for Grade 6 students.","mathematics, grade 6, number systems, structure",Medium
192,Mathematics,6,Understanding Measurement (Key Ideas),"Learn about the foundational elements, mechanisms, and real-world importance of Measurement tailored for Grade 6 students.","mathematics, grade 6, measurement, key ideas",Medium
193,Mathematics,7,Understanding Fractions (Basics),"Learn about the foundational elements, mechanisms, and real-world importance of Fractions tailored for Grade 7 students.","mathematics, grade 7, fractions, basics",Medium
194,Mathematics,7,Understanding Decimals (Principles),"Learn about the foundational elements, mechanisms, and real-world importance of Decimals tailored for Grade 7 students.","mathematics, grade 7, decimals, principles",Medium
195,Mathematics,7,Understanding Percentages (Applications),"Learn about the foundational elements, mechanisms, and real-world importance of Percentages tailored for Grade 7 students.","mathematics, grade 7, percentages, applications",Medium
196,Mathematics,7,Understanding Algebra (Theories),"Learn about the foundational elements, mechanisms, and real-world importance of Algebra tailored for Grade 7 students.","mathematics, grade 7, algebra, theories",Medium
197,Mathematics,7,Understanding Geometry (Exploration),"Learn about the foundational elements, mechanisms, and real-world importance of Geometry tailored for Grade 7 students.","mathematics, grade 7, geometry, exploration",Medium
198,Mathematics,7,Understanding Integers (Processes),"Learn about the foundational elements, mechanisms, and real-world importance of Integers tailored for Grade 7 students.","mathematics, grade 7, integers, processes",Medium
199,Mathematics,7,Understanding Profit and Loss (Systems),"Learn about the foundational elements, mechanisms, and real-world importance of Profit and Loss tailored for Grade 7 students.","mathematics, grade 7, profit and loss, systems",Medium
200,Mathematics,7,Understanding Ratio (Impact),"Learn about the foundational elements, mechanisms, and real-world importance of Ratio tailored for Grade 7 students.","mathematics, grade 7, ratio, impact",Medium
